region,county,product,quantity
East of England,Uttlesford,vanilla yoghurt,862648
South East England,Reigate and Banstead,hp envy laptop,862647
Scotland,Glasgow City,celery,862632
North East England,Stockton-on-Tees,Organic Kefir,862632
West Midlands,Worcestershire,Red pepper,862607
West Midlands,Rugby,Organic Kefir,862599
Scotland,Glasgow City,plastic sunshades,862593
West Midlands,Worcestershire,Blueberry yoghurt,862592
Yorkshire and the Humber,Selby,custard doughnut,862587
Yorkshire and the Humber,York,Oats Milk,862585
East Midlands,Newark and Sherwood,flapjack,862584
Yorkshire and the Humber,Selby,red velvet cake,862564
East of England,Bedfordshire,pokemon gold,862521
East Midlands,Rushcliffe,grey blazers,862478
North West England,Lancashire,cod fillets,862476
West Midlands,Worcestershire,semi skimmed milk,862442
Scotland,East Dunbartonshire,british fresh chicken thigh fillets,862441
East of England,Colchester,halo combat evolved,862440
Yorkshire and the Humber,York,dual shock controller,862411
North West England,Lancashire,hp dv 2000 laptop,862401
East of England,Colchester,Onions Loose,862388
East of England,East Hertfordshire,corn,862370
Wales,Isle of Anglesey,hp envy laptop,862369
East Midlands,Rushcliffe,Blueberry yoghurt,862355
Yorkshire and the Humber,York,denim jacket,862349
East of England,Colchester,Organic mILK,862343
Northern Ireland,Armagh,hp envy laptop,862340
South East England,Sevenoaks,cheese cake,862330
Wales,Bargoed,easy peeler loose,862324
North East England,Darlington,linen shirt,862322
Scotland,East Dunbartonshire,halo combat evolved,862319
North East England,Darlington,pain au chocolate,862294
North East England,Stockton-on-Tees,fresh turkey steak,862288
Yorkshire and the Humber,Selby,cheese cake,862277
Wales,Bargoed,21 day mature sirlion steak,862256
Northern Ireland,Ballymoney,fresh turkey steak,862253
West Midlands,Rugby,Plain Greek yoghurt,862236
Yorkshire and the Humber,Selby,flapjack,862236
South East England,Sevenoaks,x-box 360,862234
East Midlands,Lincolnshire,lg washing machine,862233
Wales,Bargoed,god of war 2,862230
South East England,Sevenoaks,corned beef,862202
South East England,Reigate and Banstead,classic bowtie,862202
Yorkshire and the Humber,York,salmon fillets,862194
East of England,Bedfordshire,red velvet cake,862185
South East England,Sevenoaks,mature cheddar cheese,862149
Northern Ireland,Armagh,cod fillets,862136
East of England,Colchester,flapjack,862112
North West England,Lancashire,fresh turkey steak,862109
South East England,Reigate and Banstead,hp dv 2000 laptop,862082
Yorkshire and the Humber,Selby,dell inspiron laptop,862064
South East England,Shepway,Almond milk,862063
Northern Ireland,Ballymoney,sea bass fillets,862034
West Midlands,Rugby,dyson vacuum cleaner,862032
East Midlands,Lincolnshire,denim jeams,862003
Scotland,East Dunbartonshire,diced chicken breast,862002
South East England,Shepway,Blueberry yoghurt,861994
East Midlands,Newark and Sherwood,silk scarf,861972
North West England,Lancashire,vanilla yoghurt,861970
North West England,Lancashire,Onions Loose,861965
East Midlands,Lincolnshire,corn,861932
Wales,Bargoed,grey cardigan,861930
Scotland,Glasgow City,british bramley cooking apples,861925
East of England,Uttlesford,pokemon gold,861914
South East England,Reigate and Banstead,silk tie,861889
Northern Ireland,Ballymoney,hp envy laptop,861882
West Midlands,Worcestershire,baby potatoes,861881
East of England,Colchester,Soy Milk,861875
Scotland,East Dunbartonshire,beef sausages,861856
Northern Ireland,Ballymoney,grey cardigan,861841
Northern Ireland,Ballymoney,jam doughnut,861833
North East England,Stockton-on-Tees,hp dv 2000 laptop,861819
South East England,Sevenoaks,oxford shoes,861815
North West England,Lancashire,wellington boots,861814
East of England,Colchester,denim jacket,861808
Wales,Bargoed,macaron - x3,861806
Scotland,Glasgow City,pokemon red,861756
North East England,Darlington,lg washing machine,861727
South East England,Reigate and Banstead,diced chicken breast,861715
South East England,Sevenoaks,dyson washing machine,861705
Scotland,East Dunbartonshire,Spring onions bunch,861701
Wales,Isle of Anglesey,mild cheddar cheese,861690
North East England,Darlington,hp dv 3000 laptop,861690
Yorkshire and the Humber,Selby,dyson washing machine,861670
East of England,Colchester,pokemon yellow,861653
Wales,Bargoed,Mixed pepper,861648
Scotland,Glasgow City,semi skimmed milk,861633
South East England,Reigate and Banstead,easy peeler loose,861617
Yorkshire and the Humber,Selby,x-box 360,861587
South East England,Reigate and Banstead,croisant ,861556
South East England,West Oxfordshire,large king prawns,861544
East Midlands,Lincolnshire,oxford shirt,861510
Yorkshire and the Humber,Selby,Blueberry yoghurt,861491
Yorkshire and the Humber,York,diced chicken breast,861471
North East England,Darlington,British baking potatoes loose,861467
Scotland,East Dunbartonshire,Soy Milk,861466
South East England,Reigate and Banstead,almond croisant,861423
South East England,Shepway,21 day mature sirlion steak,861422
Wales,Bargoed,pokemon yellow,861421
Yorkshire and the Humber,Selby,Plain Greek yoghurt,861407
East of England,Bedfordshire,british parsnips loose,861405
South East England,Sevenoaks,minecraft game - xbox,861403
Yorkshire and the Humber,York,minecraft game - xbox,861400
Northern Ireland,Ballymoney,easy peeler loose,861394
South East England,West Oxfordshire,Organic mILK,861371
Yorkshire and the Humber,Selby,21 day mature sirlion steak,861351
West Midlands,Worcestershire,21 day mature rump steak,861348
South East England,Sevenoaks,pain au raisins,861333
Yorkshire and the Humber,Selby,gaming keyboard,861323
North East England,Darlington,british fresh chicken brest fillets,861321
North East England,Darlington,wellington boots,861320
North East England,Darlington,british bramley cooking apples,861313
East of England,Colchester,21 day mature rump steak,861311
Yorkshire and the Humber,York,oxford shirt,861286
Northern Ireland,Ballymoney,fine beans,861272
East Midlands,Lincolnshire,garlic,861267
South East England,Sevenoaks,unsalted butter,861265
South East England,Sevenoaks,large king prawns,861264
East Midlands,Lincolnshire,millionaire square,861255
London,Hackney,x-box 360,861228
Wales,Isle of Anglesey,Plain Greek yoghurt,861223
West Midlands,Worcestershire,corn,861219
East of England,Colchester,british fresh turkey mince,861206
South East England,Shepway,Fairtrade Bananas Loose,861205
South East England,Shepway,diced chicken breast,861189
Wales,Isle of Anglesey,shortbread,861175
Northern Ireland,Ballymoney,Brocolli loose,861166
West Midlands,Rugby,diced chicken breast,861159
East of England,Bedfordshire,halo combat evolved,861152
South East England,Shepway,flapjack,861145
South East England,Reigate and Banstead,pokemon red,861138
South East England,West Oxfordshire,british fresh chicken brest fillets,861138
West Midlands,Rugby,mature cheddar cheese,861135
East of England,Uttlesford,Organic Kefir,861130
East Midlands,Newark and Sherwood,corned beef,861113
East Midlands,Rushcliffe,diced chicken breast,861109
North East England,Darlington,halo combat evolved,861101
Northern Ireland,Ballymoney,organic soured cream,861096
East of England,Colchester,wellington boots,861091
North West England,Lancashire,linen shirt,861086
North East England,Darlington,minecraft game - xbox,861076
Scotland,East Dunbartonshire,lg washing machine,861068
Scotland,East Dunbartonshire,gaming mouse,861055
East of England,Colchester,cheese cake,861032
North East England,Darlington,diced vernison,861026
Wales,Bargoed,pain au raisins,861024
North East England,Stockton-on-Tees,british bramley cooking apples,861006
East of England,Bedfordshire,dual shock controller,860996
South East England,Sevenoaks,Organic Kefir,860995
North East England,Stockton-on-Tees,dyson tower fan,860988
Scotland,East Dunbartonshire,oxford shoes,860984
North East England,Darlington,fine beans,860972
North East England,Stockton-on-Tees,celery,860970
Scotland,Glasgow City,dual shock controller,860957
North West England,Lancashire,hp dv 3000 laptop,860943
East of England,Colchester,gaming mouse,860937
East of England,Uttlesford,scottish salmon,860926
Yorkshire and the Humber,Selby,unsalted butter,860917
Wales,Bargoed,fresh whole turkey,860903
South East England,Shepway,custard doughnut,860903
Northern Ireland,Ballymoney,god of war 2,860878
South East England,West Oxfordshire,grey cardigan,860864
North East England,Darlington,dyson vacuum cleaner,860856
East Midlands,Rushcliffe,semi skimmed milk,860855
South East England,Shepway,pokemon gold,860832
Scotland,East Dunbartonshire,dell inspiron laptop,860817
North East England,Stockton-on-Tees,chicken sausages,860760
London,Hackney,pain au chocolate,860760
Yorkshire and the Humber,Selby,21 day mature ribeye steak,860752
London,Hackney,corned beef,860741
East Midlands,Newark and Sherwood,Blueberry yoghurt,860725
North West England,Lancashire,corned beef,860720
East of England,Uttlesford,grey blazers,860718
East Midlands,Newark and Sherwood,baby potatoes,860666
Wales,Bargoed,Brocolli loose,860665
West Midlands,Worcestershire,corned beef,860650
London,Hackney,fresh whole turkey,860648
Yorkshire and the Humber,York,british fresh chicken thigh fillets,860641
Scotland,East Dunbartonshire,Lemon,860635
Yorkshire and the Humber,York,mild cheddar cheese,860618
East of England,Colchester,fine beans,860605
South East England,West Oxfordshire,hp dv 2000 laptop,860588
East Midlands,Rushcliffe,british fresh chicken brest fillets,860584
Wales,Bargoed,silk tie,860578
East of England,Uttlesford,dyson washing machine,860552
West Midlands,Rugby,hp dv 3000 laptop,860536
Wales,Isle of Anglesey,vanilla yoghurt,860532
West Midlands,Rugby,fresh whole chicken,860511
London,Hackney,apple macbook air mid 2009,860507
Scotland,East Dunbartonshire,21 day mature rump steak,860438
North West England,Lancashire,god of war 2,860435
Yorkshire and the Humber,York,vernison sausages,860433
South East England,Shepway,macaron - x3,860423
South East England,Sevenoaks,vanilla yoghurt,860421
Northern Ireland,Armagh,semi skimmed milk,860398
East Midlands,Rushcliffe,almond croisant,860392
North West England,Lancashire,aubergine,860380
South East England,Reigate and Banstead,courgette loose,860374
South East England,Reigate and Banstead,dell inspiron laptop,860363
Yorkshire and the Humber,York,Sweet potatoes loose,860316
Wales,Bargoed,classic bowtie,860314
Scotland,East Dunbartonshire,British carrots loose,860308
Wales,Isle of Anglesey,x-box 360,860297
North East England,Stockton-on-Tees,dell inspiron laptop,860283
East of England,Colchester,pain au chocolate,860283
Scotland,Glasgow City,corn,860280
East Midlands,Lincolnshire,dyson tower fan,860265
Scotland,Glasgow City,british fresh turkey mince,860258
Wales,Bargoed,Red pepper,860257
Northern Ireland,Armagh,british parsnips loose,860240
East of England,Uttlesford,lg washing machine,860218
Yorkshire and the Humber,York,British carrots loose,860193
South East England,West Oxfordshire,classic bowtie,860183
East of England,Colchester,easy peeler loose,860162
North West England,Lancashire,gaming keyboard,860134
West Midlands,Rugby,Soy Milk,860133
Yorkshire and the Humber,York,organic soured cream,860131
South East England,Sevenoaks,free range large eggs x12,860090
East Midlands,Lincolnshire,British carrots loose,860020
East of England,Colchester,bosch washing machine,859999
East Midlands,Lincolnshire,brenton jumper,859994
West Midlands,Worcestershire,celery,859984
North West England,Lancashire,silk scarf,859981
South East England,West Oxfordshire,samsung washing machine,859933
South East England,West Oxfordshire,beans,859929
East Midlands,Newark and Sherwood,sea bass fillets,859927
West Midlands,Worcestershire,linen trousers,859922
Scotland,East Dunbartonshire,British baking potatoes loose,859880
South East England,Shepway,british fresh chicken brest fillets,859870
East Midlands,Rushcliffe,21 day mature rump steak,859855
East Midlands,Lincolnshire,wristwatch,859848
Northern Ireland,Ballymoney,British baking potatoes loose,859839
Wales,Bargoed,aubergine,859835
West Midlands,Worcestershire,fresh whole chicken,859819
East of England,Colchester,raspberries,859810
East of England,East Hertfordshire,Red pepper,859786
South East England,Shepway,corn,859780
West Midlands,Worcestershire,dell inspiron laptop,859758
Wales,Isle of Anglesey,croisant ,859754
South East England,West Oxfordshire,vanilla yoghurt,859726
South East England,Reigate and Banstead,chocolate twist,859687
Northern Ireland,Ballymoney,wellington boots,859665
South East England,Shepway,cod fillets,859619
North East England,Stockton-on-Tees,british fresh chicken brest fillets,859608
East of England,East Hertfordshire,halo combat evolved,859604
South East England,Sevenoaks,corn,859595
East Midlands,Rushcliffe,pokemon blue,859591
Northern Ireland,Armagh,skimmed milk,859576
East Midlands,Newark and Sherwood,dyson washing machine,859556
North West England,Lancashire,21 day mature rump steak,859553
South East England,Reigate and Banstead,fine beans,859544
East Midlands,Rushcliffe,beef mince,859538
East Midlands,Lincolnshire,shortbread,859535
West Midlands,Rugby,Almond milk,859514
South East England,Shepway,chocolate fudge cake,859505
Northern Ireland,Armagh,chocolate fudge cake,859486
East Midlands,Newark and Sherwood,Mixed pepper,859484
East Midlands,Lincolnshire,free range large eggs x12,859483
Wales,Bargoed,21 day mature rump steak,859477
Wales,Bargoed,Lemon,859441
West Midlands,Rugby,samsung washing machine,859420
North West England,Lancashire,pokemon red,859393
Scotland,East Dunbartonshire,macaron - x3,859382
South East England,Shepway,pokemon yellow,859381
East of England,Uttlesford,Blueberry yoghurt,859357
East Midlands,Rushcliffe,wellington boots,859351
